clean_text,category
bloody bjp barbarians have fruitful agendas represent people except indulging provocative sensitive fueling issues like rammandirpakistanpatriotism etcwhere which was modi’ 2014 slogan  where are the jobs unemployment dancing here,-1
from where you bring money please dont use taxpayer money use your party fund for donatingthats why need modi again save our taxpayer money apki bar phir modi sarkar ,0
you agree under modi poor people are getting zero rupees per month,-1
but still poor will fall their trap time for modi and company fill all jan dhan accounts talking politically not rationally ,-1
the brahmastra not only against poverty but also against the bjp while modi delivered jumlas congress going implement revolutionary scheme make crore people ,0
zee will ensure youth sensitised about duty vote punit goenka replies narendra modi ⚡flawed⚡ ,0
dear ppl dont fall for this emotions comments cbn its all started trs recent assembly elections also watch this video 1224 mins kcr requesting modi that dont need anything else from centre praising modi cabinet ,0
congress wants most probably cancel rafale deal putting countrys security risk alternatively they will cancel all modi govt welfare schemes the same time increase taxes balance should vote for bjp ,1
you read carefully again the reservation against are based perception perception created his opponents spending crores rupees the reservation against modi are based performance over years optimist will vote congress,-1
"chokidhars 15lac statue unity neerav mallya mehul lalit rafael
all those are tax payments which has been looted modi can offer 15lac jumla 135cr people why cant rahul offer 72000 for 5cr poor family which going implement without doubt",-1
gawd ,0
people always forget the migrants from congress into bjp least congress put educated and deserved people posts and ministries unlike modi who made yogi the ,-1
modi effect first time the history congress party there gandhi name the scheme after the election congress wins will called “rahul gandhi nyay yojna” ,1
modi govt has transferred ₹ 5400 rural families @ ₹ 2000 per family first the three installments the recently announced kisan samman nidhi,1
toh phat gayi modi aur uske chutio well done let’ also deny this all bjp supporters,0
"our one vote the favour modi led bjp can change and brighten the face country countrymen
let for for the very cause bharatmata",1
you say chowkidar like ’ bad thing why scorn nepali guards the quint ,-1
vote for what did you ask modi one kashmiri pandit family has been resettled there these years any known corrupt person from congress any political party including bjp behind bars just ask these simple questions him before sending these paid tweets,-1
promise moon like modi promised lakhs,0
remove dumb modi ,-1
modi his ’ invented novel apparatus tube harness gutter gas thereby allowing millions make chai using gas from gutter that’ lot gas,0
